cds,ad,adcod,cdscod,media_voto,rn
[F1701Q] FISICA,[F1701Q116] ELETTRONICA,F1701Q116,F1701Q,25.4,1
[F1701Q] FISICA,[F5301Q034] SCIENZA DEI METALLI,F5301Q034,F1701Q,26.5,2
[F1701Q] FISICA,[F1701Q107] TEORIA DELLA MATERIA CONDENSATA I,F1701Q107,F1701Q,27.0,3
[F1701Q] FISICA,[F0802Q068] COMPUTATIONAL SYSTEMS BIOLOGY,F0802Q068,F1701Q,30.0,1
[F1701Q] FISICA,[F1701Q082] TEORIA DELLA MATERIA CONDENSATA II,F1701Q082,F1701Q,30.0,2
[F1701Q] FISICA,[F1701Q087] FISICA DELLE PARTICELLE I,F1701Q087,F1701Q,30.0,3
[F1801Q] INFORMATICA,[F1801Q122] TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA,F1801Q122,F1801Q,26.3333333333333,1
[F1801Q] INFORMATICA,[F1801Q132] MODELLI E COMPUTAZIONE,F1801Q132,F1801Q,27.0128205128205,2
[F1801Q] INFORMATICA,[F1801Q138] PERCEZIONE E ROBOTICA,F1801Q138,F1801Q,27.4,3
[F1801Q] INFORMATICA,[F1801Q107] SISTEMI COMPLESSI: MODELLI E SIMULAZIONE,F1801Q107,F1801Q,30.0,1
[F1801Q] INFORMATICA,[F1801Q108] BIOINFORMATICA,F1801Q108,F1801Q,30.0,2
[F1801Q] INFORMATICA,[F1801Q109] BIOLOGIA COMPUTAZIONALE,F1801Q109,F1801Q,30.0,3
[F4001Q] MATEMATICA,[F4001Q074] ANALISI ARMONICA,F4001Q074,F4001Q,26.0,1
[F4001Q] MATEMATICA,[F4001Q079] GEOMETRIA E FISICA,F4001Q079,F4001Q,26.4,2
[F4001Q] MATEMATICA,[F4001Q090] COMBINATORICA ALGEBRICA,F4001Q090,F4001Q,26.5,3
[F4001Q] MATEMATICA,[F1801Q141] FONDAMENTI LOGICO MATEMATICI DELL'INFORMATICA,F1801Q141,F4001Q,30.0,1
[F4001Q] MATEMATICA,[F4001Q071] GEOMETRIA DIFFERENZIALE,F4001Q071,F4001Q,30.0,2
[F4001Q] MATEMATICA,[F4001Q095] METODI MATEMATICI PER L?ANALISI ECONOMICA ? OTTIMIZZAZIONE E ANALISI CONVESSA,F4001Q095,F4001Q,30.0,3
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N001] INGLESE PER IL TURISMO,F4901N001,F4901N,26.3571428571429,1
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N074] GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI,F4901N074,F4901N,26.4444444444444,2
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N071] METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE,F4901N071,F4901N,26.46875,3
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N069] MEDIA E TURISMO,F4901N069,F4901N,29.0,3
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F4901N050] TURISMO E SVILUPPO LOCALE,F4901N050,F4901N,29.0833333333333,2
"[F4901N] TURISMO, TERRITORIO E SVILUPPO LOCALE",[F8801N042] GEOGRAFIA POLITICA,F8801N042,F4901N,30.0,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P017] PSICOLOGIA DEI CONSUMI,F5102P017,F5101P,24.0,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,F5102P015,F5101P,26.6666666666667,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P072] TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO,F5103P072,F5101P,27.0,3
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P004] COGNIZIONE SOCIALE,F5102P004,F5101P,30.0,1
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,F5102P023,F5101P,30.0,2
"[F5101P] PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA",[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,F5103P073,F5101P,30.0,3
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F0101R067] CULTURE E SOCIETA' DELLA CINA,F0101R067,F5102P,26.0,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P006] METODOLOGIE QUANTITATIVE,F5102P006,F5102P,26.2727272727273,2
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P003] METODOLOGIE QUALITATIVE,F5102P003,F5102P,26.4444444444444,3
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P023] PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE,F5102P023,F5102P,30.0,1
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F5102P095] LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI,F5102P095,F5102P,30.0,2
"[F5102P] PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI",[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,F8501R022,F5102P,30.0,3
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P078] PSICHIATRIA E NEUROPSICHIATRIA INFANTILE,F5103P078,F5103P,24.3636363636364,1
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P002] METODI DI RICERCA E VALUTAZIONE IN PSICOLOGIA DELLO SVILUPPO,F5103P002,F5103P,24.5348837209302,2
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P066] NEUROPSICOLOGIA DELLO SVILUPPO,F5103P066,F5103P,24.9076923076923,3
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5103P073] PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO,F5103P073,F5103P,28.8378378378378,3
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P004] COGNIZIONE SOCIALE,F5102P004,F5103P,30.0,1
[F5103P] PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI,[F5102P015] PSICOLOGIA DELLE INFLUENZE SOCIALI,F5102P015,F5103P,30.0,2
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,F5103P006,F5104P,23.0,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5102P094] PSICOLOGIA SOCIALE DELLA RELIGIONE,F5102P094,F5104P,25.0,2
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5104P002] NEUROPSICOLOGIA DELL'ADULTO E DELL'ANZIANO,F5104P002,F5104P,25.8883248730964,3
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5102P022] INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE,F5102P022,F5104P,30.0,1
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P005] PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO,F5103P005,F5104P,30.0,2
[F5104P] PSICOLOGIA CLINICA E NEUROPSICOLOGIA NEL CICLO DI VITA,[F5103P010] FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO,F5103P010,F5104P,30.0,3
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q025] CHIMICA FISICA APPLICATA CON LABORATORIO,F5301Q025,F5301Q,25.1428571428571,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q008] ANALISI FUNZIONALE,F5301Q008,F5301Q,26.5882352941176,2
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q033] MATERIALI E DISPOSITIVI PER L'ENERGIA,F5301Q033,F5301Q,26.8,3
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q011] INTERAZIONE RADIAZIONE IONIZZANTE-MATERIA,F5301Q011,F5301Q,30.0,1
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q028] ELETTRONICA E FOTONICA MOLECOLARE,F5301Q028,F5301Q,30.0,2
[F5301Q] SCIENZA DEI MATERIALI,[F5301Q034] SCIENZA DEI METALLI,F5301Q034,F5301Q,30.0,3
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q035] TERMODINAMICA E CINETICA DEI MATERIALI,F5401Q035,F5401Q,25.0,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q028] SPETTROSCOPIA E SINTESI DI COMPOSTI INORGANICI,F5401Q028,F5401Q,27.1818181818182,2
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q018] CHEMIOMETRIA,F5401Q018,F5401Q,27.5,3
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F0802Q050] NANOBIOTECNOLOGIE,F0802Q050,F5401Q,30.0,1
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q033] SINTESI E TECNICHE SPECIALI ORGANICHE DEI MATERIALI,F5401Q033,F5401Q,30.0,2
[F5401Q] SCIENZE E TECNOLOGIE CHIMICHE,[F5401Q042] CHIMICA DEI MATERIALI INORGANICI,F5401Q042,F5401Q,30.0,3
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M014] INDUSTRIAL ORGANIZATION,F5602M014,F5602M,24.1428571428571,1
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M003] MICROECONOMICS OF GLOBAL MARKETS,F5602M003,F5602M,24.7037037037037,2
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M002] QUANTITATIVE METHODS,F5602M002,F5602M,24.9130434782609,3
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M010] THE CORPORATE STRATEGY: THE STRATEGIC ANALYSIS IN A COMPETITIVE ENVIRONMENT,F5602M010,F5602M,29.1428571428571,3
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M016] LABOUR MARKETS,F5602M016,F5602M,29.1666666666667,2
[F5602M] INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,[F5602M004] GLOBAL MACROECONOMICS,F5602M004,F5602M,30.0,1
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F0101R021] SOCIOLOGIA DEI PROCESSI CULT. E COM.,F0101R021,F5701R,21.0,1
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F8501R057] PSICOLOGIA CLINICA II,F8501R057,F5701R,21.0,2
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F8501R008] POLITICHE SOCIALI II,F8501R008,F5701R,23.5,3
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F5701R020] STORIA DELLE ISTITUZIONI POL. SOCIALI I,F5701R020,F5701R,29.3275862068966,3
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F5701R001] EDUCAZIONE PERMANENTE E DEGLI ADULTI,F5701R001,F5701R,29.5625,2
[F5701R] FORMAZIONE E SVILUPPO DELLE RISORSE UMANE,[F9201P201] ELEMENTI DI INFORMATICA,F9201P201,F5701R,30.0,1
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F5801Q045] COSMOLOGIA,F5801Q045,F5801Q,27.2,1
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F8501R031] EPISTEMOLOGIA,F8501R031,F5801Q,27.5,2
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F5801Q019] STRUMENTAZIONE ASTRONOMICA,F5801Q019,F5801Q,28.0,3
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F1701Q100] FISICA TEORICA II,F1701Q100,F5801Q,30.0,1
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F1701Q129] LABORATORIO DI STATO SOLIDO ED ELETTRONICA I,F1701Q129,F5801Q,30.0,2
[F5801Q] ASTROFISICA E FISICA DELLO SPAZIO,[F5801Q023] LABORATORIO DI ASTROFISICA,F5801Q023,F5801Q,30.0,3
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F7702M057] GLOBAL ACCOUNTING,F7702M057,F6302N,18.0,1
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F7702M048] ANALISI QUANTITATIVE D'IMPRESA PER I MERCATI GLOBALI,F7702M048,F6302N,23.0,2
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F6302N022] DIRITTO DEI CONSUMATORI,F6302N022,F6302N,24.3620689655172,3
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F6302N023] LE POLITICHE PER LA SALUTE,F6302N023,F6302N,29.3846153846154,3
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F4901N050] TURISMO E SVILUPPO LOCALE,F4901N050,F6302N,30.0,1
[F6302N] MANAGEMENT E DESIGN DEI SERVIZI,[F5701R004] SOCIOLOGIA DELL'INNOVAZIONE DI IMPRESA,F5701R004,F6302N,30.0,2
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q095] PALEOCEANOGRAFIA E PALEOCLIMATOLOGIA,F7401Q095,F7401Q,23.6666666666667,1
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q046] GEOBIOLOGIA,F7401Q046,F7401Q,24.0,2
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q093] GEOFISICA APPLICATA,F7401Q093,F7401Q,24.0,3
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q078] GEOENERGIA,F7401Q078,F7401Q,30.0,1
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q089] METODI DI INDAGINE GEOLOGICO-TECNICA,F7401Q089,F7401Q,30.0,2
[F7401Q] SCIENZE E TECNOLOGIE GEOLOGICHE,[F7401Q098] INTRODUZIONE ALLA GEOGRAFIA FISICA MARINA,F7401Q098,F7401Q,30.0,3
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q037] DIRITTO AMBIENTALE,F7501Q037,F7501Q,26.8421052631579,1
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q040] BOTANICA APPLICATA,F7501Q040,F7501Q,27.0,2
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q059] TELERILEVAMENTO APPLICATO,F7501Q059,F7501Q,27.2222222222222,3
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q053] PROCESSI A BASSO IMPATTO AMBIENTALE,F7501Q053,F7501Q,29.3571428571429,3
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q049] CHIMICA DELL'ATMOSFERA,F7501Q049,F7501Q,29.4583333333333,2
[F7501Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE E IL TERRITORIO,[F7501Q051] CHIMICA FISICA AMBIENTALE,F7501Q051,F7501Q,30.0,1
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q005] PHYSICS OF THE SEA,F7502Q005,F7502Q,26.5263157894737,1
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q012] MARINE VERTEBRATE ZOOLOGY,F7502Q012,F7502Q,27.4666666666667,2
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q013] GEOBIOLOGY,F7502Q013,F7502Q,28.0,3
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q011] MARINE INVERTEBRATE ZOOLOGY,F7502Q011,F7502Q,29.3333333333333,3
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q021] APPLIED GEOMORPHOLOGY AND HABITAT,F7502Q021,F7502Q,29.5,2
[F7502Q] MARINE SCIENCES - SCIENZE MARINE,[F7502Q002] INTRODUCTION TO MARINE BIOLOGY,F7502Q002,F7502Q,29.68,1
[F7601M] ECONOMIA DEL TURISMO,[F4901N073] MARKETING URBANO,F4901N073,F7601M,24.5,1
[F7601M] ECONOMIA DEL TURISMO,[F7601M050] DIRITTO DELL'AMBIENTE E DEI BENI CULTURALI,F7601M050,F7601M,25.1764705882353,2
[F7601M] ECONOMIA DEL TURISMO,[F7601M075] PRINCIPI DI INFERENZA PER LE APPLICAZIONI TURISTICHE,F7601M075,F7601M,25.3125,3
[F7601M] ECONOMIA DEL TURISMO,[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,F7601M005,F7601M,29.4489795918367,3
[F7601M] ECONOMIA DEL TURISMO,[F4901N066] TURISTI E SCENARI TURISTICI,F4901N066,F7601M,30.0,1
[F7601M] ECONOMIA DEL TURISMO,[F7701M095] SISTEMI DI CONTROLLO NELLE AZIENDE PRIVATE E PUBBLICHE,F7701M095,F7601M,30.0,2
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7702M046] DIRITTO DELLE COMUNICAZIONI,F7702M046,F7701M,23.0,1
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7701M082] ELEMENTI DI PROGRAMMAZIONE,F7701M082,F7701M,25.1466666666667,2
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7701M093] METODI QUANTITATIVI PER IL MANAGEMENT,F7701M093,F7701M,25.5641025641026,3
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7701M101] ANALISI STRATEGICA E VALUTAZIONE FINANZIARIA D'AZIENDA,F7701M101,F7701M,28.9811320754717,3
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7701M023] DIRITTO PUBBLICO DELL'ECONOMIA PER LE SCIENZE ECON,F7701M023,F7701M,29.0,2
[F7701M] SCIENZE ECONOMICO-AZIENDALI,[F7701M105] L'ATTIVITA' DEI CONTROLLI LEGALI,F7701M105,F7701M,29.4326923076923,1
[F7702M] MARKETING E MERCATI GLOBALI,[F7702M057] GLOBAL ACCOUNTING,F7702M057,F7702M,21.6976744186047,1
[F7702M] MARKETING E MERCATI GLOBALI,[F5102P014] PROCESSI MOTIVAZIONALI E DECISION MAKING,F5102P014,F7702M,25.0,2
[F7702M] MARKETING E MERCATI GLOBALI,[F7702M044] INDUSTRIAL ECONOMICS,F7702M044,F7702M,25.34375,3
[F7702M] MARKETING E MERCATI GLOBALI,[F7702M046] DIRITTO DELLE COMUNICAZIONI,F7702M046,F7702M,28.5225225225225,3
[F7702M] MARKETING E MERCATI GLOBALI,[F9201P203] WEB MARKETING,F9201P203,F7702M,29.5,2
[F7702M] MARKETING E MERCATI GLOBALI,[F7601M005] MARKETING E COMUNICAZIONE DEL TURISMO,F7601M005,F7702M,29.8,1
[F8202B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B010] STATISTICA SPAZIALE M,F8204B010,F8202B,18.0,1
[F8202B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B010] STATISTICA SPAZIALE M,F8204B010,F8202B,18.0,3
[F8202B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B020] ECONOMICS FOR DATA SCIENCE M,F8204B020,F8202B,21.0,2
[F8202B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B027] STATISTICA AZIENDALE M,F8204B027,F8202B,23.0,1
[F8202B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B027] STATISTICA AZIENDALE M,F8204B027,F8202B,23.0,3
[F8203B] BIOSTATISTICA,[F8203B003] INFERENZA STATISTICA,F8203B003,F8203B,24.8214285714286,1
[F8203B] BIOSTATISTICA,[F8203B029] INTRODUZIONE AI MODELLI STATISTICI,F8203B029,F8203B,26.1,2
[F8203B] BIOSTATISTICA,[F8203B004] CALCOLO DELLE PROBABILITA',F8203B004,F8203B,26.3333333333333,3
[F8203B] BIOSTATISTICA,[F8203B031] ELEMENTI DI MEDICINA PER LA RICERCA CLINICA,F8203B031,F8203B,29.6363636363636,3
[F8203B] BIOSTATISTICA,[F8203B018] BIOINFORMATICA,F8203B018,F8203B,30.0,1
[F8203B] BIOSTATISTICA,[F8203B020] VALUTAZIONE STATISTICA DEI SISTEMI SANITARI,F8203B020,F8203B,30.0,2
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B024] FINANZA MATEMATICA M,F8204B024,F8204B,23.8,1
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B016] STATISTICA BAYESIANA M,F8204B016,F8204B,24.0,2
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B015] STATISTICAL LEARNING M,F8204B015,F8204B,25.25,3
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,[F8203B015] STATISTICA AMBIENTALE,F8203B015,F8204B,30.0,1
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,"[F8203B022] POPOLAZIONE, TERRITORIO E SOCIETA'",F8203B022,F8204B,30.0,2
[F8204B] SCIENZE STATISTICHE ED ECONOMICHE,[F8204B006] MACHINE LEARNING M,F8204B006,F8204B,30.0,3
[F8501R] SCIENZE PEDAGOGICHE,[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,F8501R022,F8501R,22.0,1
[F8501R] SCIENZE PEDAGOGICHE,[F5103P006] PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA,F5103P006,F8501R,26.0,2
[F8501R] SCIENZE PEDAGOGICHE,[F8501R008] POLITICHE SOCIALI II,F8501R008,F8501R,26.568,3
[F8501R] SCIENZE PEDAGOGICHE,[F0101R025] CULTURE E SOCIETÀ DELL'AFRICA,F0101R025,F8501R,30.0,1
[F8501R] SCIENZE PEDAGOGICHE,[F5701R011] TEORIE E MODELLI DELLA CONSULENZA PEDAG.,F5701R011,F8501R,30.0,2
[F8501R] SCIENZE PEDAGOGICHE,[F8501R031] EPISTEMOLOGIA,F8501R031,F8501R,30.0,3
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[A5810010] DIRITTO AMMINISTRATIVO,A5810010,F8701N,25.0,1
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[F8701N001] WELFARE,F8701N001,F8701N,25.5121951219512,2
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[F8701N008] DIRITTO DEGLI STRANIERI,F8701N008,F8701N,25.7352941176471,3
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[F8701N035] LE FORME DELLA MEDIAZIONE,F8701N035,F8701N,29.8,3
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[F8701N039] PIANIFICAZIONE E GESTIONE DEI PROGETTI,F8701N039,F8701N,29.9111111111111,2
[F8701N] PROGRAMMAZIONE E GESTIONE DELLE POLITICHE E  DEI SERVIZI SOCIALI,[A5810063] DIRITTO PENITENZIARIO,A5810063,F8701N,30.0,1
[F8801N] SOCIOLOGIA,[F8801N016] ECONOMIA DEL TERRITORIO E DELLO SVILUPPO,F8801N016,F8801N,24.3571428571429,1
[F8801N] SOCIOLOGIA,[F8501R022] ORGANIZZAZIONE E GESTIONE DELLE RISORSE UMANE,F8501R022,F8801N,24.5,2
[F8801N] SOCIOLOGIA,[F4901N074] GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI,F4901N074,F8801N,25.0,3
[F8801N] SOCIOLOGIA,[F5102P095] LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI,F5102P095,F8801N,30.0,1
[F8801N] SOCIOLOGIA,[F8501R016] TEORIE E PRATICHE DELLA COMUNICAZIONE EDUCATIVA,F8501R016,F8801N,30.0,2
[F8801N] SOCIOLOGIA,[F8701N035] LE FORME DELLA MEDIAZIONE,F8701N035,F8801N,30.0,3
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P004] COMUNICAZIONE VISIVA E DESIGN DELLE INTERFACCE,F9201P004,F9201P,24.0612244897959,1
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P009] PSICOLOGIA DEI CONSUMI,F9201P009,F9201P,24.5652173913043,2
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P021] PSICOLOGIA DELLE INFLUENZE SOCIALI,F9201P021,F9201P,24.5714285714286,3
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P027] GESTIONE DELLA CONOSCENZA,F9201P027,F9201P,30.0,1
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P028] LABORATORIO DI PROGETTAZIONE,F9201P028,F9201P,30.0,2
[F9201P] TEORIA E TECNOLOGIA DELLA COMUNICAZIONE,[F9201P035] SISTEMI COMPLESSI: MODELLI E SIMULAZIONE,F9201P035,F9201P,30.0,3
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R006] ISTITUZIONI DI MATEMATICHE,G8501R006,G8501R,23.086642599278,1
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R004] LINGUISTICA ITALIANA,G8501R004,G8501R,23.9301075268817,2
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R012] ISTITUZIONI E DIDATTICA DELLA MATEMATICA CON LABORATORIO,G8501R012,G8501R,24.5032258064516,3
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R028] MUSICA E DIDATTICA DELLA MUSICA CON LABORATORIO,G8501R028,G8501R,28.9581395348837,3
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[G8501R038] LETTERATURA PER L'INFANZIA CON LABORATORIO E AMBIENTI DIGITALI PER LA FORMAZIONE,G8501R038,G8501R,29.0842105263158,2
[G8501R] SCIENZE DELLA FORMAZIONE PRIMARIA,[F8501R063] EDUCATIONAL ROBOTICS,F8501R063,G8501R,30.0,1
[H4101D] MEDICINA E CHIRURGIA,[H4101D252] SCIENZE PROPEDEUTICHE,H4101D252,H4101D,26.2093023255814,1
[H4101D] MEDICINA E CHIRURGIA,"[H4101D021] SANITA' PUBBLICA, IGIENE E MEDICINA DEL LAVORO",H4101D021,H4101D,26.7755102040816,2
[H4101D] MEDICINA E CHIRURGIA,[H4101D253] FISIOLOGIA UMANA,H4101D253,H4101D,26.8053097345133,3
[H4101D] MEDICINA E CHIRURGIA,[H4101D028] CLINICA ORTOPEDICA E TRAUMATOLOGICA,H4101D028,H4101D,29.2882882882883,3
[H4101D] MEDICINA E CHIRURGIA,[H4101D030] OSTETRICIA E GINECOLOGIA,H4101D030,H4101D,29.3762376237624,2
